paper_id	title	journ	pub_year	au_name
000387150700010	INTIMACY AND SMARTPHONE MULTITASKING-A NEW OXYMORON?	PSYCHOLOGICAL REPORTS	2016	AMICHAI-HAMBURGER, Y; ETGAR, S
000384563200004	INTIMATELY CONNECTED: THE IMPORTANCE OF PARTNER RESPONSIVENESS FOR EXPERIENCING SEXUAL DESIRE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2016	BIRNBAUM, GE; REIS, HT; MIZRAHI, M; KANAT-MAYMON, Y; SASS, O; GRANOVSKI-MILNER, C
000381128900005	SPIRITUAL INTIMACY, MARITAL INTIMACY, AND PHYSICAL/PSYCHOLOGICAL WELL-BEING: SPIRITUAL MEANING AS A MEDIATOR	PSYCHOLOGY OF RELIGION AND SPIRITUALITY	2016	HOLLAND, KJ; LEE, JW; MARSHAK, HH; MARTIN, LR
000349973200001	ELEVATED ROMANTIC LOVE AND JEALOUSY IF RELATIONSHIP STATUS IS DECLARED ON FACEBOOK	FRONTIERS IN PSYCHOLOGY	2015	OROSZ, G; SZEKERES, A; KISS, ZG; FARKAS, P; ROLAND-LEVY, C
000348054400001	WHEN DOES FAMILIARITY PROMOTE VERSUS UNDERMINE INTERPERSONAL ATTRACTION? A PROPOSED INTEGRATIVE MODEL FROM ERSTWHILE ADVERSARIES	PERSPECTIVES ON PSYCHOLOGICAL SCIENCE	2015	FINKEL, EJ; NORTON, MI; REIS, HT; ARIELY, D; CAPRARIELLO, PA; EASTWICK, PW; FROST, JH; MANIACI, MR
000339437100008	TOWARDS AN INTEGRATIVE ATTACHMENT-BASED MODEL OF RELATIONSHIP FUNCTIONING	BRITISH JOURNAL OF PSYCHOLOGY	2014	KARANTZAS, GC; FEENEY, JA; GONCALVES, CV; MCCABE, MP
000339243700003	UNDERSTANDING VARIABILITY IN ADOLESCENT WOMEN'S SEXUALLY TRANSMITTED INFECTION-RELATED PERCEPTIONS AND BEHAVIORS ASSOCIATED WITH MAIN SEX PARTNERS	SEXUALLY TRANSMITTED DISEASES	2014	MATSON, PA; CHUNG, SE; HUETTNER, S; ELLEN, JM
000334065700005	EMOTIONAL INTIMACY, SEXUAL DESIRE, AND SEXUAL SATISFACTION AMONG PARTNERED HETEROSEXUAL MEN	SEXUAL AND RELATIONSHIP THERAPY	2014	STULHOFER, A; FERREIRA, LC; LANDRIPET, I
000315436500010	PASSION IN THE ROMANTIC SPHERE: A LOOK AT RELATIONAL OUTCOMES	MOTIVATION AND EMOTION	2013	RATELLE, CF; CARBONNEAU, N; VALLERAND, RJ; MAGEAU, G
000318886300012	THE EFFECTS OF GENDER DIFFERENCE OF THE UNDERGRADUATES' SEXUAL COGNITION ON THE VIEW OF LOVE	PSYCHOLOGY, MANAGEMENT AND SOCIAL SCIENCE	2013	FAN, W
000311949000015	THE ROLE OF FEELINGS OF INTIMACY ON PERCEPTIONS OF RISK FOR A SEXUALLY TRANSMITTED DISEASE AND CONDOM USE IN THE SEXUAL RELATIONSHIPS OF ADOLESCENT AFRICAN-AMERICAN FEMALES	SEXUALLY TRANSMITTED INFECTIONS	2012	MATSON, PA; CHUNG, SE; SANDER, P; MILLSTEIN, SG; ELLEN, JM
000307268800001	YOUNG ADULT WOMEN'S REPORTS OF THEIR MALE ROMANTIC PARTNER'S PORNOGRAPHY USE AS A CORRELATE OF THEIR SELF-ESTEEM, RELATIONSHIP QUALITY, AND SEXUAL SATISFACTION	SEX ROLES	2012	STEWART, DN; SZYMANSKI, DM
000306301600006	CONTINUITY BETWEEN PARENTAL RELATIONSHIPS AND FRIENDSHIPS IN ADOLESCENCE AND ROMANTIC RELATIONSHIPS IN EMERGING ADULTHOOD	CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT	2012	CREVIER, MG; POULIN, F; BOISLARD, MA
000302036800014	ROMANTIC IDEATION, PARTNER-SEEKING, AND HIV RISK AMONG YOUNG GAY AND BISEXUAL MEN	ARCHIVES OF SEXUAL BEHAVIOR	2012	BAUERMEISTER, JA
000208936300013	DAY-TO-DAY CHANGES IN INTIMACY PREDICT HEIGHTENED RELATIONSHIP PASSION, SEXUAL OCCURRENCE, AND SEXUAL SATISFACTION: A DYADIC DIARY ANALYSIS	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE	2012	RUBIN, H; CAMPBELL, L
000303565200003	INTIMACY, SEXUAL DESIRE AND DIFFERENTIATION IN COUPLEHOOD: A THEORETICAL AND METHODOLOGICAL REVIEW	JOURNAL OF SEX & MARITAL THERAPY	2012	FERREIRA, LC; NARCISO, I; NOVO, RF
000294667900002	MEASURING LOVE IN ROMANTIC RELATIONSHIPS: A META-ANALYSIS	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	2011	GRAHAM, JM
000288243800011	DEVELOPMENTAL CHANGES IN CONDOM USE AMONG URBAN ADOLESCENT FEMALES: INFLUENCE OF PARTNER CONTEXT	JOURNAL OF ADOLESCENT HEALTH	2011	MATSON, PA; ADLER, NE; MILLSTEIN, SG; TSCHANN, JM; ELLEN, JM
000276444800004	RELATIONAL MAINTENANCE IN ON-AGAIN/OFF-AGAIN RELATIONSHIPS: AN ASSESSMENT OF HOW RELATIONAL MAINTENANCE, UNCERTAINTY, AND COMMITMENT VARY BY RELATIONSHIP TYPE AND STATUS	COMMUNICATION MONOGRAPHS	2010	DAILEY, RM; HAMPEL, AD; ROBERTS, JB
000264738200003	ON-AGAIN/OFF-AGAIN DATING RELATIONSHIPS: HOW ARE THEY DIFFERENT FROM OTHER DATING RELATIONSHIPS?	PERSONAL RELATIONSHIPS	2009	DAILEY, RM; PFIESTER, A; JIN, B; BECK, G; CLARK, G
000264738200004	THE RELIABILITY OF ROMANTIC LOVE: A RELIABILITY GENERALIZATION META-ANALYSIS	PERSONAL RELATIONSHIPS	2009	GRAHAM, JM; CHRISTIANSEN, K
000245944700010	IS IT ALL ABOUT INTIMACY? AGE, MENOPAUSAL STATUS, AND WOMEN'S SEXUALITY	PERSONAL RELATIONSHIPS	2007	BIRNBAUM, GE; COHEN, O; WERTHEIMER, V
000296578300033	ROMANTIC LOVE	CAMBRIDGE HANDBOOK OF PERSONAL RELATIONSHIPS	2006	ARON, A; FISHER, HE; STRONG, G
000236052100004	THE EVALUATION OF LOVE - SIMPLIFIED VERSION OF THE SCALES FOR YELA'S TETRANGULAR MODEL BASED ON STERNBERG'S MODEL	EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT	2006	YELA, C
000229868000019	ROMANTIC PASSION AS OUTPUT FROM A SELF-REGULATING, INTIMACY-SEEKING SYSTEM: A MODEL FOR UNDERSTANDING PASSIONATE LOVE	PSYCHOLOGICAL REPORTS	2005	TROY, AB
000229186400005	LOVE, COMMITMENT, AND RESPONSE TO CONFLICT AMONG CYPRIOT DATING COUPLES: TWO MODELS, ONE RELATIONSHIP	INTERNATIONAL JOURNAL OF PSYCHOLOGY	2005	PANAYIOTOU, G
000224653500009	DESCRIBING THE NEOCLASSICAL PSYCHE EMBEDDED IN STERNBERG'S TRIANGULAR THEORY OF LOVE	SOCIAL BEHAVIOR AND PERSONALITY	2004	DIESSNER, R; FROST, N; SMITH, T
000181832800003	META-ANALYSES OF LOVE SCALES: DO VARIOUS LOVE SCALES MEASURE THE SAME PSYCHOLOGICAL CONSTRUCTS?	JAPANESE PSYCHOLOGICAL RESEARCH	2003	MASUDA, M
000221433600005	COGNITIVE ALGEBRA OF LOVE THROUGH THE ADULT LIFE	INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT	2003	FALCONI, A; MULLET, E
000177414000002	DIMENSIONS OF RELATIONSHIP QUALITY	PERSONAL RELATIONSHIPS	2002	HASSEBRAUCK, M; FEHR, B
000175808900006	YOUNG ADULTS' ATTITUDES TOWARD MULTIPLE ROLE PLANNING: THE INFLUENCE OF GENDER, CAREER TRADITIONALITY, AND MARRIAGE PLANS	JOURNAL OF VOCATIONAL BEHAVIOR	2002	PEAKE, A; HARRIS, KL
000176332000043	CROSS-SECTIONAL ANALYSIS OF INTIMACY, PASSION, AND COMMITMENT: TESTING THE ASSUMPTIONS OF THE TRIANGULAR THEORY OF LOVE	PSYCHOLOGICAL REPORTS	2002	LEMIEUX, R; HALE, JL
000173914800004	MEASURING POSITIVE EMOTIONALITY: A REVIEW OF INSTRUMENTS ASSESSING LOVE	MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT	2002	MYERS, JE; SHURTS, WM
000170404500009	THE DEVELOPMENT OF COMMITMENT AND ATTACHMENT IN DATING RELATIONSHIPS: ATTACHMENT SECURITY AS RELATIONSHIP CONSTRUCT	JOURNAL OF ADOLESCENCE	2001	DUEMMLER, SL; KOBAK, R
000168903600006	INTIMACY, PASSION, AND COMMITMENT IN CHINESE AND US AMERICAN ROMANTIC RELATIONSHIPS	INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS	2001	GAO, G
000166191700040	INTIMACY, PASSION, AND COMMITMENT AMONG MARRIED INDIVIDUALS: FURTHER TESTING OF THE TRIANGULAR THEORY OF LOVE	PSYCHOLOGICAL REPORTS	2000	LEMIEUX, R; HALE, JL
000089868300004	POLAR BONDS - ENVIRONMENTAL RELATIONSHIPS IN THE POLAR REGIONS	ENVIRONMENT AND BEHAVIOR	2000	STEEL, GD
000085478100007	THE MEASUREMENT OF PERCEIVED RELATIONSHIP QUALITY COMPONENTS: A CONFIRMATORY FACTOR ANALYTIC APPROACH	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2000	FLETCHER, GJO; SIMPSON, JA; THOMAS, G
000082849600038	CUPID'S ARROW: THE COURSE OF LOVE THROUGH TIME	CONTEMPORARY PSYCHOLOGY-APA REVIEW OF BOOKS	1999	BERSCHEID, E
000083971600026	INTIMACY, PASSION, AND COMMITMENT IN YOUNG ROMANTIC RELATIONSHIPS: SUCCESSFULLY MEASURING THE TRIANGULAR THEORY OF LOVE	PSYCHOLOGICAL REPORTS	1999	LEMIEUX, R; HALE, JL
000080171600031	UNDERSTANDING COGNITIVE CHANGES IN INTIMACY IN LONG-TERM ROMANTIC RELATIONSHIPS	PSYCHOLOGICAL REPORTS	1999	SCHWEBEL, AI; MOSS, BF; FINE, MA
000074824000004	CHARACTERISTICS AND CONSEQUENCES OF EXPECTATION VIOLATIONS IN CLOSE RELATIONSHIPS	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	1998	AFIFI, WA; METTS, S
000072914500003	FRIENDS, LOVERS AND SPOUSES: INTIMACY IN YOUNG ADULTS	BRITISH JOURNAL OF SOCIAL PSYCHOLOGY	1998	ESHEL, Y; SHARABANY, R; FRIEDMAN, U
000072408100002	THE SUBJECTIVE EXPERIENCE OF INTIMACY, PASSION, AND COMMITMENT IN HETEROSEXUAL LOVING RELATIONSHIPS	PERSONAL RELATIONSHIPS	1998	MARSTON, PJ; HECHT, ML; MANKE, ML; MCDANIEL, S; REEDER, H
000074933700002	PASSIONATE AND COMPANIONATE LOVE IN COURTING AND YOUNG MARRIED COUPLES	SOCIOLOGICAL INQUIRY	1998	SPRECHER, S; REGAN, PC
000072193600006	'REMEMBRANCE OF THINGS PAST': PERCEPTIONS OF MARITAL LOVE FROM ITS BEGINNINGS TO THE PRESENT	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	1998	GROTE, NK; FRIEZE, IH
A1997XW74700007	SUBJECTIVE ATTRIBUTES OF ATTRACTION: HOW PEOPLE CHARACTERIZE THEIR LIKING, THEIR LOVE, AND THEIR BEING IN LOVE	PERSONAL RELATIONSHIPS	1997	LAMM, H; WIESMANN, U
A1997WX85600016	THE CONCEPTUALIZATION OF MARITAL COMMITMENT: AN INTEGRATIVE ANALYSIS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1997	ADAMS, JM; JONES, WH
A1997WM06300001	TEMPORAL COURSE OF BASIC COMPONENTS OF LOVE ALONG THE COUPLE RELATIONSHIP.	PSICOTHEMA	1997	GARCIA, CY
A1997WE31900008	DIFFERENCES IN LOVE ATTITUDES ACROSS FAMILY LIFE STAGES	FAMILY RELATIONS	1997	MONTGOMERY, MJ; SORELL, GT
A1996UW15600002	BABYTALK AS A COMMUNICATION OF INTIMATE ATTACHMENT: AN INITIAL STUDY IN ADULT ROMANCES AND FRIENDSHIPS	PERSONAL RELATIONSHIPS	1996	BOMBAR, ML; LITTIG, LW
A1996TZ88300010	DIMENSIONS OF THE PROTOTYPE OF LOVE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1996	ARON, A; WESTBAY, L
A1996UF72000007	WHAT IS THIS THING CALLED LOVE? DEFINING THE LOVE THAT SUPPORTS MARRIAGE AND FAMILY	PERSONAL RELATIONSHIPS	1996	NOLLER, P
A1995TQ39400003	THE ROLE OF SEXUAL ATTITUDE SIMILARITY IN ROMANTIC HETEROSEXUAL RELATIONSHIPS	PERSONAL RELATIONSHIPS	1995	CUPACH, WR; METTS, S
A1995RV84800005	PASSIONATE LOVE AND ANXIETY - A CROSS-GENERATIONAL STUDY	JOURNAL OF SOCIAL PSYCHOLOGY	1995	WANG, AY; NGUYEN, HT
A1995QG53400010	MARITAL SATISFACTION AND PASSIONATE LOVE	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	1995	ARON, A; HENKEMEYER, L
A1995RM86800002	AGE AND RESPONSES TO THE LOVE ATTITUDES SCALE - CONSISTENCY IN STRUCTURE, DIFFERENCES IN SCORES	INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT	1995	BUTLER, R; WALKER, WR; SKOWRONSKI, JJ; SHANNON, L
A1993LM77900013	RELIABILITY AND ASPECTS OF THE CONSTRUCT-VALIDITY OF STERNBERG TRIANGULAR LOVE SCALE	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	1993	WHITLEY, BE
A1985ACB9300011	SELF-CONSCIOUSNESS AND SELF-ASSESSMENT	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1985	CARVER, CS; ANTONI, M; SCHEIER, MF
A1981LL30800013	HAVANA DAYDREAMING - A STUDY OF SELF-CONSCIOUSNESS AND THE NEGATIVE REFERENCE GROUP AMONG CUBAN AMERICANS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1981	CARVER, CS; HUMPHRIES, C
A1982NZ25700006	CONTROL-THEORY - A USEFUL CONCEPTUAL-FRAMEWORK FOR PERSONALITY-SOCIAL, CLINICAL, AND HEALTH PSYCHOLOGY	PSYCHOLOGICAL BULLETIN	1982	CARVER, CS; SCHEIER, MF
A1982PU72900001	SELF-CONSCIOUSNESS AND ASPECTS OF IDENTITY	JOURNAL OF RESEARCH IN PERSONALITY	1982	CHEEK, JM; BRIGGS, SR
A1979GX10000011	ORGANIZATIONAL FUNCTIONS OF THE SELF - ALTERNATIVE TO THE DUVAL AND WICKLUND MODEL OF SELF-AWARENESS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1979	HULL, JG; LEVY, AS
A1985AQJ6600011	PRIVATE SELF-CONSCIOUSNESS, ARTICULATION OF THE SELF-SCHEMA, AND RECOGNITION MEMORY OF TRAIT ADJECTIVES	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1985	NASBY, W
A1982PU72900002	SELF-CONSCIOUSNESS, OUTCOME EXPECTANCY, AND PERSISTENCE	JOURNAL OF RESEARCH IN PERSONALITY	1982	SCHEIER, MF; CARVER, CS
A1978GJ53500006	EFFECTS OF DIFFERENTIAL REQUEST PROCEDURES AND SELF-CONSCIOUSNESS ON TRAIT ATTRIBUTIONS	JOURNAL OF RESEARCH IN PERSONALITY	1978	TURNER, RG
A1978FQ22300158	SELF-CONSCIOUSNESS AND SPEED OF PROCESSING SELF-RELEVANT INFORMATION	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	1978	TURNER, RG
A1975V323400008	DISCREPANCY REDUCTION OR ATTEMPTED DISTRACTION - REPLY	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	1975	WICKLUND, RA
000167787600007	ROLE IDENTITY, ORGANIZATIONAL EXPERIENCES, AND VOLUNTEER PERFORMANCE	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2000	GRUBE, JA; PILIAVIN, JA
A1981MP00700002	PROCESS ANALYSIS - ESTIMATING MEDIATION IN TREATMENT EVALUATIONS	EVALUATION REVIEW	1981	JUDD, CM; KENNY, DA
A1981LV23000003	LONGITUDINAL STABILITY OF PERSONALITY-CHARACTERISTICS	JOURNAL OF PERSONALITY	1981	BACKTEMAN, G; MAGNUSSON, D
A1986C108900026	WHERE IS THE ALTRUISM IN THE ALTRUISTIC PERSONALITY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1986	BATSON, CD; BOLEN, MH; CROSS, JA; NEURINGERBENEFIEL, HE
A1985AUU6100011	LONGITUDINAL STABILITY OF PERSONALITY-TRAITS - A MULTITRAIT-MULTIMETHOD-MULTIOCCASION ANALYSIS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1985	CONLEY, JJ
A1984ABC9400012	LONGITUDINAL CONSISTENCY OF ADULT PERSONALITY - SELF-REPORTED PSYCHOLOGICAL CHARACTERISTICS ACROSS 45 YEARS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1984	CONLEY, JJ
A1980JU68100010	ENDURING DISPOSITIONS IN ADULT MALES	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1980	COSTA, PT; MCCRAE, RR; ARENBERG, D
A1964WN81400002	THE FUNCTION OF AGGRESSION AND THE REGULATION OF AGGRESSIVE DRIVE	PSYCHOLOGICAL REVIEW	1964	FESHBACH, S
A1986A906500020	STABILITY OF PERSONALITY SELF-RATINGS OVER 30 YEARS - EVIDENCE FOR AN AGE COHORT INTERACTION	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1986	FINN, SE
A1975AQ71300011	DEVELOPMENTAL SYNTHESIS OF AFFECT AND COGNITION AND ITS IMPLICATIONS FOR ALTRUISTIC MOTIVATION	DEVELOPMENTAL PSYCHOLOGY	1975	HOFFMAN, ML
A1977DN71800006	SEX-DIFFERENCES IN EMPATHY AND RELATED BEHAVIORS	PSYCHOLOGICAL BULLETIN	1977	HOFFMAN, ML
A1986E738800011	A PERSON SITUATION APPROACH TO ALTRUISTIC BEHAVIOR	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1986	ROMER, D; GRUDER, CL; LIZZADRO, T
A1982NY09900016	TEMPORAL STABILITY OF PERSONALITY BY QUESTIONNAIRE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1982	SCHUERGER, JM; TAIT, E; TAVERNELLI, M
A1974U325600011	SELF-MONITORING OF EXPRESSIVE BEHAVIOR	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1974	SNYDER, M
A1986D929400004	STABILITY AND CHANGE IN PERSONALITY - A LONGITUDINAL-STUDY FROM EARLY ADOLESCENCE TO YOUNG ADULTHOOD	JOURNAL OF RESEARCH IN PERSONALITY	1986	STEIN, JA; NEWCOMB, MD; BENTLER, PM
A1985AHB2400022	STABILITY AND CHANGE IN ADULT PERSONALITY OVER 12 AND 20 YEARS	DEVELOPMENTAL PSYCHOLOGY	1985	STEVENS, DP; TRUSS, CV
A1977CZ19600014	JUSTICE NEEDS A NEW BLINDFOLD - REVIEW OF MOCK JURY RESEARCH	PSYCHOLOGICAL BULLETIN	1977	GERBASI, KC; ZUCKERMAN, M; REIS, HT
A1969D117300003	INFLUENCE OF CHARACTER OF CRIMINAL AND HIS VICTIM ON DECISIONS OF SIMULATED JURORS	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	1969	LANDY, D; ARONSON, E
000463916500003	ENCOUNTERING THE STRANGER: HANNAH ARENDT AND THE SHORTCOMINGS OF EMPATHY AS A MORAL COMPASS	THEORY & PSYCHOLOGY	2019	MATTHIESEN, N; KLITMOLLER, J
000519155000032	ANTECEDENTS AND OUTCOMES OF DESIGNER EMPATHY: A RETROSPECTIVE INTERVIEW STUDY	PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2019, VOL 7	2020	SURMA-AHO, A; CHEN, C; HOLTTA-OTTO, K; YANG, M
000497519600001	SUBJECTIVE HAPPINESS AND COMPASSION ARE ENOUGH TO INCREASE TEACHERS' WORK ENGAGEMENT?	FRONTIERS IN PSYCHOLOGY	2019	DE STASIO, S; FIORILLI, C; BENEVENE, P; BOLDRINI, F; RAGNI, B; PEPE, A; BRIEGAS, JJM
000435949400004	AN UNSEEN LENS: THE RELATIONSHIP BETWEEN PHILANTHROPISTS' DEVELOPMENTAL MEANING MAKING AND PHILANTHROPIC ACTIVITY	NONPROFIT MANAGEMENT & LEADERSHIP	2018	JONES, JA
000429764200013	TREATMENT EFFECT ON PSYCHOSOCIAL FUNCTIONING OF JUVENILES WITH HARMFUL SEXUAL BEHAVIOR: A MULTILEVEL META-ANALYSIS	AGGRESSION AND VIOLENT BEHAVIOR	2018	TER BEEK, E; KUIPER, CHZ; VAN DER RIJKEN, REA; SPRUIT, A; STAMS, GJJM; HENDRIKS, J
000403736000021	UNDERSTANDING THE INFLUENCE OF POWER AND EMPATHIC PERSPECTIVE-TAKING ON COLLABORATIVE NATURAL RESOURCE MANAGEMENT	JOURNAL OF ENVIRONMENTAL MANAGEMENT	2017	WALD, DM; SEGAL, EA; JOHNSTON, EW; VINZE, A
000394616800015	NARCISSISM AND COACH INTERPERSONAL STYLE: A SELF-DETERMINATION THEORY PERSPECTIVE	SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS	2017	MATOSIC, D; NTOUMANIS, N; BOARDLEY, ID; SEDIKIDES, C; STEWART, BD; CHATZISARANTIS, N
000378420300003	PRINCIPLE OF CARE AND GIVING TO HELP PEOPLE IN NEED	EUROPEAN JOURNAL OF PERSONALITY	2016	BEKKERS, R; OTTONI-WILHELM, M
000372191300011	THE SUPPORTIVE SPEECH ANALYSIS OF THE MESSAGES SENT TO TELEMARATHON TV3 IN FAVOUR OF PEOPLE WITH RARE DISEASES	CIRCULO DE LINGUISTICA APLICADA A LA COMUNICACION	2016	ROMERO, SR; HERNANDEZ, AMB
000366386100008	SELF-REPORT OF EMPATHY: A SHORTENED FRENCH ADAPTATION OF THE INTERPERSONAL REACTIVITY INDEX (IRI) USING TWO LARGE BELGIAN SAMPLES	PSYCHOLOGICAL REPORTS	2015	BRAUN, S; ROSSEEL, Y; KEMPENAERS, C; LOAS, G; LINKOWSKI, P
000332073200001	TO BE OR NOT TO BE EMPATHIC: THE COMBINED ROLE OF EMPATHIC CONCERN AND PERSPECTIVE TAKING IN UNDERSTANDING BURNOUT IN GENERAL PRACTICE	BMC FAMILY PRACTICE	2014	LAMOTHE, M; BOUJUT, E; ZENASNI, F; SULTAN, S
000322319200003	DO CONTEXTS MATTER FOR WILLINGNESS TO DONATE TO NATURAL DISASTER RELIEF? AN APPLICATION OF THE FACTORIAL SURVEY	NONPROFIT AND VOLUNTARY SECTOR QUARTERLY	2013	ANDORFER, VA; OTTE, G
000330295500002	NATIONAL CAMPAIGNS FOR CHARITABLE CAUSES: A LITERATURE REVIEW	NONPROFIT AND VOLUNTARY SECTOR QUARTERLY	2013	VAN LEEUWEN, MHD; WIEPKING, P
000310884900003	PENNY FOR YOUR THOUGHTS: BEGGARS AND THE EXERCISE OF MORALITY IN DAILY LIFE	SOCIOLOGICAL FORUM	2012	DROMI, SM
000294848700008	A LITERATURE REVIEW OF EMPIRICAL STUDIES OF PHILANTHROPY: EIGHT MECHANISMS THAT DRIVE CHARITABLE GIVING	NONPROFIT AND VOLUNTARY SECTOR QUARTERLY	2011	BEKKERS, R; WIEPKING, P
000267653900006	IS THERE HARDENING OF THE HEART DURING MEDICAL SCHOOL?	ACADEMIC MEDICINE	2008	NEWTON, BW; BARBER, L; CLARDY, J; CLEVELAND, E; O'SULLIVAN, P
000242186000004	GUILT APPEALS: THE MEDIATING EFFECT OF RESPONSIBILITY	PSYCHOLOGY & MARKETING	2006	BASIL, DZ; RIDGWAY, NM; BASIL, MD
000241415100020	THE APPEAL OF VIOLENT VIDEO GAMES TO LOWER EDUCATED AGGRESSIVE ADOLESCENT BOYS FROM TWO COUNTRIES	CYBERPSYCHOLOGY & BEHAVIOR	2006	LEMMENS, JS; BUSHMAN, BJ
000184293500016	INDIVIDUALIST AND COLLECTIVIST VALUES: EVIDENCE OF COMPATIBILITY IN IRAN AND THE UNITED STATES	PERSONALITY AND INDIVIDUAL DIFFERENCES	2003	GHORBANI, N; BING, MN; WATSON, PJ; DAVISON, HK; LEBRETON, DL
000177754700006	THE PREDICTION OF VIOLENT AND NONVIOLENT CRIMINAL BEHAVIOR IN A METHADONE MAINTENANCE POPULATION	JOURNAL OF PERSONALITY DISORDERS	2002	BOVASSO, GB; ALTERMAN, AI; CACCIOLA, JS; RUTHERFORD, MJ
000174941300003	COLLEGE STUDENTS' PERCEPTIONS OF SUICIDE: THE ROLE OF EMPATHY ON ATTITUDES, EVALUATION, AND RESPONSIVENESS	DEATH STUDIES	2002	MUELLER, MA; WAAS, GA
000080353600005	THE ROLE OF EMOTIONALITY AND REGULATION IN EMPATHY-RELATED RESPONDING	SCHOOL PSYCHOLOGY REVIEW	1998	EISENBERG, N; WENTZEL, M; HARRIS, JD
A1993MD93300006	COMPASSION AND VOTING-BEHAVIOR IN PRESIDENTIAL ELECTIONS	POLITY	1993	GOPOIAN, JD
A1993LA89600002	THE RELATIONS OF EMPATHY-RELATED EMOTIONS AND MATERNAL PRACTICES TO CHILDRENS COMFORTING BEHAVIOR	JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY	1993	EISENBERG, N; FABES, RA; CARLO, G; SPEER, AL; SWITZER, G; KARBON, M; TROYER, D
A1990CN24000010	EMPATHY IN CLINICAL DIETITIANS AND DIETETIC INTERNS	JOURNAL OF THE AMERICAN DIETETIC ASSOCIATION	1990	SPRAGGINS, EF; FOX, EA; CAREY, JC
A1988N229900002	SALIENCE OF APPEAL AND AVOIDANCE OF HELPING SITUATIONS	CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT	1988	PANCER, SM
A1970Y216200006	OBSERVATIONAL SET, EMPATHY, AND HELPING	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1970	ADERMAN, D; BERKOWITZ, L
BCI19583200022069	AN ERROR IN SOME DEMONSTRATIONS OF THE SUPERIOR SOCIAL PERCEPTIVE-NESS OF LEADERS	JOUR ABNORMAL AND SOCIAL PSYCHOL	1955	CAMPBELL, DONALD T.
A1952UW69000045	A CAUTION RESPECTING THE MEASUREMENT OF EMPATHIC ABILITY	JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY	1952	HASTORF, AH; BENDER, IE
A1963P394700014	TOWARD AN ADEQUATE TAXONOMY OF PERSONALITY ATTRIBUTES - REPLICATED FACTOR STRUCTURE IN PEER NOMINATION PERSONALITY RATINGS	JOURNAL OF ABNORMAL PSYCHOLOGY	1963	NORMAN, WT
A1977EG37100005	SELF-FOCUSED ATTENTION AND SELF-REPORT VALIDITY	JOURNAL OF PERSONALITY	1977	PRYOR, JB; GIBBONS, FX; WICKLUND, RA; FAZIO, RH; HOOD, R
13749550	SOCIAL INTELLIGENCE AND ACCURACY OF INTERPERSONAL PREDICTIONS.	Journal of personality	1961	SECHREST, L; JACKSON, D N
